,id,label,value
21805,v001701,NO,5
31735,v001701,"NA. INAP, 5, 8, 9, 0 in Z3",0
11985,v001702,YES,1
21806,v001702,NO,5
31736,v001702,"NA. INAP, 5, 8, 9, 0 in Z5",0
11986,v001703,SPOUSE OR PARTNER (A PARTNER IS LIKE,1
21807,v001703,"OTHER RELATIVE, OR",3
31737,v001703,UNRELATED BY BLOOD OR MARRIAGE,5
41459,v001703,"NA. INAP, 5, 8, 9, 0 in Z1",0
51149,v001703,DK,8
6862,v001703,RF,9
11987,v001704,MALE,1
21808,v001704,FEMALE,5
31738,v001704,"NA. INAP, 5, 8, 9, 0 in Z1",0
41460,v001704,DK,8
51150,v001704,RF,9
11988,v001705,YES,1
21809,v001705,NO,5
31739,v001705,"NA. INAP, 1, 3, 0 in Z9",0
41461,v001705,DK,8
51151,v001705,RF,9
11989,v001706,YES,1
21810,v001706,NO,5
31740,v001706,"NA. INAP, 1, 3, 0 in Z9",0
41462,v001706,DK,8
51152,v001706,RF,9
11990,v001707,YES,1
21811,v001707,NO,5
31741,v001707,"NA. INAP, 1, 3, 0 in Z9",0
41463,v001707,DK,8
51153,v001707,RF,9
11991,v001708,OFTEN,1
21812,v001708,SOMETIMES,3
31742,v001708,RARELY,5
41464,v001708,NEVER,7
51154,v001708,"NA. INAP, 5, 8, 9, 0 in Z1",0
6863,v001708,DK,8
7651,v001708,RF,9
11992,v001709,A GREAT DEAL,1
21813,v001709,AN AVERAGE AMOUNT,3
31743,v001709,NOT MUCH AT ALL,5
41465,v001709,"NA. INAP, 5, 8, 9, 0 in Z1",0
51155,v001709,DK - DON'T PROBE,8
6864,v001709,RF - DON'T PROBE,9
11993,v001710,AL GORE,1
21814,v001710,GEORGE W BUSH,3
31744,v001710,SOME OTHER CANDIDATE (SPECIFY),5
41466,v001710,DIDN'T VOTE,7
51156,v001710,INELIGIBLE TO VOTE (VOL),8
6865,v001710,"NA. INAP, 5, 8, 9, 0 in Z1",0
7652,v001710,DK - DON'T PROBE,98
8504,v001710,RF - DON'T PROBE,99
11994,v001711,SPOUSE OR PARTNER (A PARTNER IS LIKE,1
21815,v001711,"OTHER RELATIVE, OR",3
31745,v001711,UNRELATED BY BLOOD OR MARRIAGE,5
41467,v001711,"NA. INAP, 5, 8, 9, 0 in Z3",0
51157,v001711,RF,9
11995,v001712,MALE,1
21816,v001712,FEMALE,5
31746,v001712,"NA. INAP, 5, 8, 9, 0 in Z3",0
41468,v001712,RF,9
11996,v001713,YES,1
21817,v001713,NO,5
31747,v001713,"NA. INAP, 1, 3, 0 in Z13",0
41469,v001713,RF,9
11997,v001714,YES,1
21818,v001714,NO,5
31748,v001714,"NA. INAP, 1, 3, 0 in Z13",0
41470,v001714,RF,9
11998,v001715,YES,1
21819,v001715,NO,5
31749,v001715,"NA. INAP, 1, 3, 0 in Z13",0
41471,v001715,RF,9
11999,v001716,OFTEN,1
21820,v001716,SOMETIMES,3
31750,v001716,RARELY,5
41472,v001716,NEVER,7
51158,v001716,"NA. INAP, 5, 8, 9, 0 in Z3",0
6866,v001716,RF,9
12000,v001717,A GREAT DEAL,1
21821,v001717,"AN AVERAGE AMOUNT, OR",3
31751,v001717,NOT MUCH AT ALL,5
41473,v001717,"NA. INAP, 5, 8, 9, 0 in Z3",0
51159,v001717,DK - DON'T PROBE,8
6867,v001717,RF - DON'T PROBE,9
12001,v001718,AL GORE,1
21822,v001718,GEORGE W BUSH,3
31752,v001718,SOME OTHER CANDIDATE (SPECIFY),5
41474,v001718,DIDN'T VOTE,7
51160,v001718,INELIGIBLE TO VOTE (VOL),8
6868,v001718,"NA. INAP, 5, 8, 9, 0 in Z3",0
7653,v001718,DK - DON'T PROBE,98
8505,v001718,RF - DON'T PROBE,99
12002,v001719,SPOUSE OR PARTNER (A PARTNER IS LIKE,1
21823,v001719,"OTHER RELATIVE, OR",3
31753,v001719,UNRELATED BY BLOOD OR MARRIAGE,5
41475,v001719,"NA. INAP, 5, 8, 9, 0 in Z5",0
12003,v001720,MALE,1
21824,v001720,FEMALE,5
31754,v001720,"NA. INAP, 5, 8, 9, 0 in Z5",0
41476,v001720,DK,8
12004,v001721,YES,1
21825,v001721,NO,5
31755,v001721,"NA. INAP, 1, 3, 0 in Z17",0
12005,v001722,YES,1
21826,v001722,NO,5
31756,v001722,"NA. INAP, 1, 3, 0 in Z17",0
12006,v001723,YES,1
21827,v001723,NO,5
31757,v001723,"NA. INAP, 1, 3, 0 in Z17",0
12007,v001724,OFTEN,1
21828,v001724,SOMETIMES,3
31758,v001724,"RARELY, OR",5
41477,v001724,NEVER,7
51161,v001724,"NA. INAP, 5, 8, 9, 0 in Z5",0
12008,v001725,A GREAT DEAL,1
21829,v001725,"AN AVERAGE AMOUNT, OR",3
31759,v001725,NOT MUCH AT ALL,5
41478,v001725,"NA. INAP, 5, 8, 9, 0 in Z5",0
51162,v001725,DK - DON'T PROBE,8
12009,v001726,AL GORE,1
21830,v001726,GEORGE W BUSH,3
31760,v001726,SOME OTHER CANDIDATE (SPECIFY) (SPEC,5
41479,v001726,DIDN'T VOTE,7
51163,v001726,INELIGIBLE TO VOTE (VOL),8
6869,v001726,"NA. INAP, 5, 8, 9, 0 in Z1",0
7654,v001726,DK - DON'T PROBE,98
12010,v001727,SPOUSE OR PARTNER (A PARTNER IS LIKE,1
21831,v001727,"OTHER RELATIVE, OR",3
31761,v001727,UNRELATED BY BLOOD OR MARRIAGE,5
41480,v001727,"NA. INAP, 5, 8, 9, 0 in Z7",0
12011,v001728,MALE,1
21832,v001728,FEMALE,5
31762,v001728,"NA. INAP, 5, 8, 9, 0 in Z7",0
12012,v001729,YES,1
21833,v001729,NO,5
31763,v001729,"NA. INAP, 1, 3, 0 in Z21",0
12013,v001730,YES,1
21834,v001730,NO,5
31764,v001730,"NA. INAP, 1, 3, 0 in Z21",0
12014,v001731,YES,1
21835,v001731,NO,5
31765,v001731,"NA. INAP, 1, 3, 0 in Z21",0
12015,v001732,OFTEN,1
21836,v001732,SOMETIMES,3
31766,v001732,"RARELY, OR",5
41481,v001732,NEVER,7
51164,v001732,"NA. INAP, 5, 8, 9, 0 in Z7",0
12016,v001733,A GREAT DEAL,1
21837,v001733,"AN AVERAGE AMOUNT, OR",3
31767,v001733,NOT MUCH AT ALL,5
41482,v001733,"NA. INAP, 5, 8, 9, 0 in Z7",0
12017,v001734,AL GORE,1
21838,v001734,GEORGE W BUSH,3
31768,v001734,SOME OTHER CANDIDATE (SPECIFY),5
41483,v001734,DIDN'T VOTE,7
51165,v001734,INELIGIBLE TO VOTE (VOL),8
6870,v001734,"NA. INAP, 5, 8, 9, 0 in Z1",0
7655,v001734,DK - DON'T PROBE,98
8506,v001734,RF - DON'T PROBE,99
12018,v001735,YES,1
21839,v001735,NO,5
31769,v001735,"NA. INAP, no Post interview",0
12019,v001736,VERY SATISIFIED,1
21840,v001736,SOMEWHAT SATISFIED,2
31770,v001736,SOMEWHAT DISSATISFIED,3
41484,v001736,VERY DISSATISFIED,4
51166,v001736,"NA. INAP, no Post interview",0
6871,v001736,DK,8
7656,v001736,RF,9
12020,v001737,ALL OF THE TIME,1
21841,v001737,MOST OF THE TIME,2
31771,v001737,SOME OF THE TIME,3
41485,v001737,HARDLY EVER,4
51167,v001737,NEVER,5
6872,v001737,"NA. INAP, 5, 8, 9, 0 in Z1",0
7657,v001737,DK - DON'T PROBE,98
8507,v001737,RF - DON'T PROBE,99
12021,v001738,ALL OF THE TIME,1
21842,v001738,MOST OF THE TIME,2
31772,v001738,SOME OF THE TIME,3
41486,v001738,HARDLY EVER,4
51168,v001738,NEVER,5
6873,v001738,"NA. INAP, 5, 8, 9, 0 in Z1",0
7658,v001738,DK - DON'T PROBE,98
8508,v001738,RF - DON'T PROBE,99
12022,v001739,ALL OF THE TIME,1
31773,v001739,MOST OF THE TIME,3
51169,v001739,SOME OF THE TIME,5
6874,v001739,HARDLY EVER,7
7659,v001739,NEVER,8
8509,v001739,"NA. INAP, 5, 8, 9, 0 in Z1",0
9260,v001739,DK - DON'T PROBE,98
10218,v001739,RF - DON'T PROBE,99
12023,v001740,EXTREMELY WELL,1
21843,v001740,QUITE WELL,2
31774,v001740,NOT TOO WELL,3
41487,v001740,NOT WELL AT ALL,4
51170,v001740,"NA. INAP, no Post interview",0
6875,v001740,DON'T KNOW,8
7660,v001740,RF,9
12024,v001741,ALL WHITE,1
21844,v001741,MOSTLY WHITE,2
31775,v001741,ABOUT HALF AND HALF,3
41488,v001741,MOSTLY BLACK,4
51171,v001741,ALL BLACK,5
6876,v001741,R VOLUNEERS: OTHER (SPECIFY),7
7661,v001741,"NA. INAP, no Post interview",0
8510,v001741,DON'T KNOW,8
9261,v001741,RF,9
12025,v001742,COMPLETELY SATISFYING,1
21845,v001742,PRETTY SATISFYING,3
31776,v001742,NOT VERY SATISFYING,5
41489,v001742,"NA. INAP, no Post interview",0
51172,v001742,DK,8
6877,v001742,RF,9
12026,v001751e,NEGATIVE - GENERAL,10
21846,v001751e,NEGATIVE - TOO LONG,11
31777,v001751e,NEGATIVE - TOO COMPLICATED,12
41490,v001751e,NEGATIVE - BORING/TEDIOUS/REPETITIOU,13
51173,v001751e,R WANTED TO STOP BEFORE IW COMPLETED,15
6878,v001751e,R COMPLAINED AND/OR IWR OBSERVED R W,20
7662,v001751e,R COMPLAINED AND/OR IWR OBSERVED R W,22
8511,v001751e,R EXPRESSED DOUBTS/APOLOGIES/EMBARRA,30
9262,v001751e,R EXPRESSED DOUBTS/APOLOGIES/EMBARRA,31
10219,v001751e,R WAS AGITATED OR STRESSED BY INTERV,40
111000,v001751e,R BECAME ANGRY AT INTERVIEW CONTENT,41
12171,v001751e,R BECAME CONCERNED ABOUT SAMPLING PU,45
13164,v001751e,R COULD NOT READ RESPONDENT BOOKLET,50
14157,v001751e,R APPEARED TO ENJOY THE IW (R WAS,70
15153,v001751e,NEUTRAL OR NO FEEDBACK,80
16139,v001751e,"NA. INAP, no Post interview",0
12027,v001751f,NEGATIVE - GENERAL,10
21847,v001751f,NEGATIVE - TOO LONG,11
31778,v001751f,NEGATIVE - TOO COMPLICATED,12
41491,v001751f,NEGATIVE - BORING/TEDIOUS/REPETITIOU,13
51174,v001751f,R WANTED TO STOP BEFORE IW COMPLETED,15
6879,v001751f,R COMPLAINED AND/OR IWR OBSERVED R W,20
7663,v001751f,R COMPLAINED AND/OR IWR OBSERVED R W,22
8512,v001751f,R EXPRESSED DOUBTS/APOLOGIES/EMBARRA,30
9263,v001751f,R EXPRESSED DOUBTS/APOLOGIES/EMBARRA,31
10220,v001751f,R WAS AGITATED OR STRESSED BY INTERV,40
111001,v001751f,R BECAME ANGRY AT INTERVIEW CONTENT,41
12172,v001751f,R BECAME CONCERNED ABOUT SAMPLING PU,45
13165,v001751f,R COULD NOT READ RESPONDENT BOOKLET,50
14158,v001751f,R APPEARED TO ENJOY THE IW (R WAS,70
15154,v001751f,NEUTRAL OR NO FEEDBACK,80
16140,v001751f,"NA. INAP, no Post interview",0
12028,v001751g,NEGATIVE - GENERAL,10
21848,v001751g,NEGATIVE - TOO LONG,11
31779,v001751g,NEGATIVE - TOO COMPLICATED,12
41492,v001751g,NEGATIVE - BORING/TEDIOUS/REPETITIOU,13
51175,v001751g,R WANTED TO STOP BEFORE IW COMPLETED,15
6880,v001751g,R COMPLAINED AND/OR IWR OBSERVED R W,20
7664,v001751g,R COMPLAINED AND/OR IWR OBSERVED R W,22
8513,v001751g,R EXPRESSED DOUBTS/APOLOGIES/EMBARRA,30
9264,v001751g,R EXPRESSED DOUBTS/APOLOGIES/EMBARRA,31
10221,v001751g,R WAS AGITATED OR STRESSED BY INTERV,40
111002,v001751g,R BECAME ANGRY AT INTERVIEW CONTENT,41
12173,v001751g,R BECAME CONCERNED ABOUT SAMPLING PU,45
13166,v001751g,R COULD NOT READ RESPONDENT BOOKLET,50
14159,v001751g,R APPEARED TO ENJOY THE IW (R WAS,70
15155,v001751g,NEUTRAL OR NO FEEDBACK,80
16141,v001751g,"NA. INAP, no Post interview",0
12029,v001752,Democratic names first (FTF: BLUE BAL,1
21849,v001752,Republican names first (FTF: GOLD BAL,2
31780,v001752,"INAP, 1-3, 8, 9, 0 in C1. Washington",0
12030,v001753,"Gore 2nd, GW Bush 3rd, Nader 4th",1
21850,v001753,"Gore 2nd, Nader 3rd, GW Bush 4th",2
31781,v001753,"GW Bush 2nd, Gore 3rd, Nader 4th",3
41493,v001753,"GW Bush 2nd, Nader 3rd, Gore 4th",4
51176,v001753,"Nader 2nd , Gore 3rd, GW Bush 4th",5
6881,v001753,"Nader 2nd, GW Bush 3rd, Gore 4th",6
7665,v001753,"INAP, no Post IW",0
7666,v001754,"Inap, no Post interview",0
8514,v001754,NA. no Democratic candidate,99
7667,v001755,"Inap, no Post interview",0
8515,v001755,NA. no Republican candidate,99
7668,v001756,"Inap, no Post interview",0
8516,v001756,NA. no retiring House representative,99
7669,v001757,"Inap, no Post interview",0
8517,v001757,"NA. INAP, no Democratic Senate candi",99
7670,v001758,"Inap, no Post interview",0
8518,v001758,"NA. INAP, no Republican Senate candi",99
51177,v001759,"Inap, no Post interview",0
6882,v001759,"NA. INAP, no independent incumbent H",99
25144,v001760,"Inap, no Post interview",0
25145,v001761,"Inap, no Post interview",0
25146,v001762,"Inap, no Post interview",0
25147,v001763,"Inap, no Post interview",0
25148,v001764,"Inap, no Post interview",0
25149,v001765,"Inap, no Post interview",0
25150,v001766,"Inap, no Post interview",0
25151,v001767,"Inap, no Post interview",0
25152,v001768,"Inap, no Post interview",0
25153,v001769,"Inap, no Post interview",0
25154,v001770,"Inap, no Post interview",0
25155,v001771,"Inap, no Post interview",0
25156,v001772,"Inap, no Post interview",0
25157,v001773,"Inap, no Post interview",0
25158,v001774,"Inap, no Post interview",0
25159,v001775,"Inap, no Post interview",0
25160,v001776,"Inap, no Post interview",0
25161,v001777,"Inap, no Post interview",0
25162,v001778,"Inap, no Post interview",0
25163,v001779,"Inap, no Post interview",0
25164,v001780,"Inap, no Post interview",0
25165,v001781,"Inap, no Post interview",0
25166,v001782,"Inap, no Post interview",0
25167,v001783,"Inap, no Post interview",0
12031,v001784,"Democratic House candidate first, Rep",1
21851,v001784,"Republican House candidate first, Dem",2
31782,v001784,"Inap, no Post interview",0
12032,v001785,"Gore 2nd, GW Bush 3rd, Buchanan 4th",1
21852,v001785,"Gore 2nd, Buchanan 3rd, GW Bush 4th",2
31783,v001785,"GW Bush 2nd, Gore 3rd, Buchanan 4th",3
41494,v001785,"GW Bush 2nd, Buchanan 3rd, Gore 4th",4
51178,v001785,"Buchanan 2nd , Gore 3rd, GW Bush 4th",5
6883,v001785,"Buchanan 2nd, GW Bush 3rd, Gore 4th",6
7671,v001785,"Inap, no Post interview",0
12033,v001786,"Democratic House candidate 5th, Repub",1
21853,v001786,"Republican House candidate 5th, Democ",2
31784,v001786,"Inap, no Post interview",0
12034,v001787,"Democratic Party 7th, Republican Part",1
21854,v001787,"Democratic Party 7th, Reform Party 8t",2
31785,v001787,"Republican Party 7th, Democratic Part",3
41495,v001787,"Republican Party 7th, Reform Party 8t",4
51179,v001787,"Reform Party 7th , Democratic Party 8",5
6884,v001787,"Reform Party 7th, Republican Party 8t",6
7672,v001787,"Inap, no Post interview",0
12035,v001788,"Democratic House candidate 1st, Repub",1
21855,v001788,"Republican House candidate 1st, Democ",2
31786,v001788,"Inap, no Post interview",0
12036,v001789,"Democratic House candidate 1st, Repub",1
21856,v001789,"Republican House candidate 1st, Democ",2
31787,v001789,"Inap, no Post interview",0
12037,v001790,"Blacks 2nd, Hispanic-Americans 3rd, A",1
21857,v001790,"Blacks 2nd, Asian-Americans 3rd, Hisp",2
31788,v001790,"Hispanic-Americans 2nd, Blacks 3rd, A",3
41496,v001790,"Hispanic-Americans 2nd, Asian-America",4
51180,v001790,"Asian-Americans 2nd , Blacks 3rd, His",5
6885,v001790,"Asian-Americans 2nd, Hispanic-America",6
7673,v001790,"Inap, no Post interview",0
12038,v001791,"Blacks 2nd, Hispanic-Americans 3rd, A",1
21858,v001791,"Blacks 2nd, Asian-Americans 3rd, Hisp",2
31789,v001791,"Hispanic-Americans 2nd, Blacks 3rd, A",3
41497,v001791,"Hispanic-Americans 2nd, Asian-America",4
51181,v001791,"Asian-Americans 2nd , Blacks 3rd, His",5
6886,v001791,"Asian-Americans 2nd, Hispanic-America",6
7674,v001791,"Inap, no Post interview",0
12039,v001792,"Blacks 2nd, Hispanic-Americans 3rd, A",1
21859,v001792,"Blacks 2nd, Asian-Americans 3rd, Hisp",2
31790,v001792,"Hispanic-Americans 2nd, Blacks 3rd, A",3
41498,v001792,"Hispanic-Americans 2nd, Asian-America",4
51182,v001792,"Asian-Americans 2nd , Blacks 3rd, His",5
6887,v001792,"Asian-Americans 2nd, Hispanic-America",6
7675,v001792,"Inap, no Post interview",0
51183,v001793,"Inap, no Post interview",0
6888,v001793,"NA. INAP, administered in the PRE",9
51184,v001794,"Inap, no Post interview",0
6889,v001794,"NA. INAP, administered in the PRE",9
51185,v001795,"Inap, no Post interview",0
6890,v001795,"NA. INAP, administered in the PRE",9
51186,v001796,"Inap, no Post interview",0
6891,v001796,"NA. INAP, administered in the PRE",9
8519,v001797,"Inap, no Post interview",0
9265,v001797,"NA. INAP, administered in the PRE",9
8520,v001798,"Inap, no Post interview",0
9266,v001798,"NA. INAP, administered in the PRE",9
8521,v001799,"Inap, no Post interview",0
9267,v001799,"NA. INAP, administered in the PRE",9
8522,v001800,"Inap, no Post interview",0
9268,v001800,"NA. INAP, administered in the PRE",9
8523,v001801,"Inap, no Post interview",0
9269,v001801,"NA. INAP, administered in the PRE",9
8524,v001802,"Inap, no Post interview",0
9270,v001802,"NA. INAP, administered in the PRE",9
8525,v001803,"Inap, no Post interview",0
9271,v001803,"NA. INAP, administered in the PRE",9
8526,v001804,"Inap, no Post interview",0
8527,v001805,"Inap, no Post interview",0
8528,v001806,"Inap, no Post interview",0
8529,v001807,"Inap, no Post interview",0
8530,v001808,"Inap, no Post interview",0
8531,v001809,"Inap, no Post interview",0
8532,v001810,"Inap, no Post interview",0
25168,v001777,"Inap, no Post interview",0
25169,v001778,"Inap, no Post interview",0
25170,v001779,"Inap, no Post interview",0
25171,v001780,"Inap, no Post interview",0
25172,v001781,"Inap, no Post interview",0
25173,v001782,"Inap, no Post interview",0
25174,v001783,"Inap, no Post interview",0
12040,v001784,"Democratic House candidate first, Rep",1
21860,v001784,"Republican House candidate first, Dem",2
31791,v001784,"Inap, no Post interview",0
12041,v001785,"Gore 2nd, GW Bush 3rd, Buchanan 4th",1
21861,v001785,"Gore 2nd, Buchanan 3rd, GW Bush 4th",2
31792,v001785,"GW Bush 2nd, Gore 3rd, Buchanan 4th",3
41499,v001785,"GW Bush 2nd, Buchanan 3rd, Gore 4th",4
51187,v001785,"Buchanan 2nd , Gore 3rd, GW Bush 4th",5
6892,v001785,"Buchanan 2nd, GW Bush 3rd, Gore 4th",6
7676,v001785,"Inap, no Post interview",0
12042,v001786,"Democratic House candidate 5th, Repub",1
21862,v001786,"Republican House candidate 5th, Democ",2
31793,v001786,"Inap, no Post interview",0
12043,v001787,"Democratic Party 7th, Republican Part",1
21863,v001787,"Democratic Party 7th, Reform Party 8t",2
31794,v001787,"Republican Party 7th, Democratic Part",3
41500,v001787,"Republican Party 7th, Reform Party 8t",4
51188,v001787,"Reform Party 7th , Democratic Party 8",5
6893,v001787,"Reform Party 7th, Republican Party 8t",6
7677,v001787,"Inap, no Post interview",0
12044,v001788,"Democratic House candidate 1st, Repub",1
21864,v001788,"Republican House candidate 1st, Democ",2
31795,v001788,"Inap, no Post interview",0
12045,v001789,"Democratic House candidate 1st, Repub",1
21865,v001789,"Republican House candidate 1st, Democ",2
31796,v001789,"Inap, no Post interview",0
12046,v001790,"Blacks 2nd, Hispanic-Americans 3rd, A",1
21866,v001790,"Blacks 2nd, Asian-Americans 3rd, Hisp",2
31797,v001790,"Hispanic-Americans 2nd, Blacks 3rd, A",3
41501,v001790,"Hispanic-Americans 2nd, Asian-America",4
51189,v001790,"Asian-Americans 2nd , Blacks 3rd, His",5
6894,v001790,"Asian-Americans 2nd, Hispanic-America",6
7678,v001790,"Inap, no Post interview",0
12047,v001791,"Blacks 2nd, Hispanic-Americans 3rd, A",1
21867,v001791,"Blacks 2nd, Asian-Americans 3rd, Hisp",2
31798,v001791,"Hispanic-Americans 2nd, Blacks 3rd, A",3
41502,v001791,"Hispanic-Americans 2nd, Asian-America",4
51190,v001791,"Asian-Americans 2nd , Blacks 3rd, His",5
6895,v001791,"Asian-Americans 2nd, Hispanic-America",6
7679,v001791,"Inap, no Post interview",0
12048,v001792,"Blacks 2nd, Hispanic-Americans 3rd, A",1
21868,v001792,"Blacks 2nd, Asian-Americans 3rd, Hisp",2
31799,v001792,"Hispanic-Americans 2nd, Blacks 3rd, A",3
41503,v001792,"Hispanic-Americans 2nd, Asian-America",4
51191,v001792,"Asian-Americans 2nd , Blacks 3rd, His",5
6896,v001792,"Asian-Americans 2nd, Hispanic-America",6
7680,v001792,"Inap, no Post interview",0
51192,v001793,"Inap, no Post interview",0
6897,v001793,"NA. INAP, administered in the PRE",9
51193,v001794,"Inap, no Post interview",0
6898,v001794,"NA. INAP, administered in the PRE",9
51194,v001795,"Inap, no Post interview",0
6899,v001795,"NA. INAP, administered in the PRE",9
51195,v001796,"Inap, no Post interview",0
6900,v001796,"NA. INAP, administered in the PRE",9
8533,v001797,"Inap, no Post interview",0
9272,v001797,"NA. INAP, administered in the PRE",9
8534,v001798,"Inap, no Post interview",0
9273,v001798,"NA. INAP, administered in the PRE",9
8535,v001799,"Inap, no Post interview",0
9274,v001799,"NA. INAP, administered in the PRE",9
8536,v001800,"Inap, no Post interview",0
9275,v001800,"NA. INAP, administered in the PRE",9
8537,v001801,"Inap, no Post interview",0
9276,v001801,"NA. INAP, administered in the PRE",9
8538,v001802,"Inap, no Post interview",0
9277,v001802,"NA. INAP, administered in the PRE",9
8539,v001803,"Inap, no Post interview",0
9278,v001803,"NA. INAP, administered in the PRE",9
8540,v001804,"Inap, no Post interview",0
8541,v001805,"Inap, no Post interview",0
8542,v001806,"Inap, no Post interview",0
8543,v001807,"Inap, no Post interview",0
8544,v001808,"Inap, no Post interview",0
8545,v001809,"Inap, no Post interview",0
8546,v001810,"Inap, no Post interview",0
12049,v001786,"1. Democratic House candidate 5th, Repub",1
21869,v001786,"2. Republican House candidate 5th, Democ",2
31800,v001786,"0. Inap, no Post interview",0
12050,v001787,"1. Democratic Party 7th, Republican Part",1
21870,v001787,"2. Democratic Party 7th, Reform Party 8t",2
31801,v001787,"3. Republican Party 7th, Democratic Part",3
41504,v001787,"4. Republican Party 7th, Reform Party 8t",4
51196,v001787,"5. Reform Party 7th , Democratic Party 8",5
6901,v001787,"6. Reform Party 7th, Republican Party 8t",6
7681,v001787,"0. Inap, no Post interview",0
12051,v001788,"1. Democratic House candidate 1st, Repub",1
21871,v001788,"2. Republican House candidate 1st, Democ",2
31802,v001788,"0. Inap, no Post interview",0
12052,v001789,"1. Democratic House candidate 1st, Repub",1
21872,v001789,"2. Republican House candidate 1st, Democ",2
31803,v001789,"0. Inap, no Post interview",0
12053,v001790,"1. Blacks 2nd, Hispanic-Americans 3rd, A",1
21873,v001790,"2. Blacks 2nd, Asian-Americans 3rd, Hisp",2
31804,v001790,"3. Hispanic-Americans 2nd, Blacks 3rd, A",3
41505,v001790,"4. Hispanic-Americans 2nd, Asian-America",4
51197,v001790,"5. Asian-Americans 2nd , Blacks 3rd, His",5
6902,v001790,"6. Asian-Americans 2nd, Hispanic-America",6
7682,v001790,"0. Inap, no Post interview",0
8547,v001790,9. NA,9
12054,v001791,"1. Blacks 2nd, Hispanic-Americans 3rd, A",1
21874,v001791,"2. Blacks 2nd, Asian-Americans 3rd, Hisp",2
31805,v001791,"3. Hispanic-Americans 2nd, Blacks 3rd, A",3
41506,v001791,"4. Hispanic-Americans 2nd, Asian-America",4
51198,v001791,"5. Asian-Americans 2nd , Blacks 3rd, His",5
6903,v001791,"6. Asian-Americans 2nd, Hispanic-America",6
7683,v001791,"0. Inap, no Post interview",0
8548,v001791,9. NA,9
12055,v001792,"1. Blacks 2nd, Hispanic-Americans 3rd, A",1
21875,v001792,"2. Blacks 2nd, Asian-Americans 3rd, Hisp",2
31806,v001792,"3. Hispanic-Americans 2nd, Blacks 3rd, A",3
41507,v001792,"4. Hispanic-Americans 2nd, Asian-America",4
51199,v001792,"5. Asian-Americans 2nd , Blacks 3rd, His",5
6904,v001792,"6. Asian-Americans 2nd, Hispanic-America",6
7684,v001792,"0. Inap, no Post interview",0
8549,v001792,9. NA,9
51200,v001793,"0. Inap, no Post interview",0
6905,v001793,"9. NA. INAP, administered in the PRE",9
51201,v001794,"0. Inap, no Post interview",0
6906,v001794,"9. NA. INAP, administered in the PRE",9
51202,v001795,"0. Inap, no Post interview",0
6907,v001795,"9. NA. INAP, administered in the PRE",9
51203,v001796,"0. Inap, no Post interview",0
6908,v001796,"9. NA. INAP, administered in the PRE",9
8550,v001797,"0. Inap, no Post interview",0
9279,v001797,"9. NA. INAP, administered in the PRE",9
8551,v001798,"0. Inap, no Post interview",0
9280,v001798,"9. NA. INAP, administered in the PRE",9
8552,v001799,"0. Inap, no Post interview",0
9281,v001799,"9. NA. INAP, administered in the PRE",9
8553,v001800,"0. Inap, no Post interview",0
9282,v001800,"9. NA. INAP, administered in the PRE",9
8554,v001801,"0. Inap, no Post interview",0
9283,v001801,"9. NA. INAP, administered in the PRE",9
8555,v001802,"0. Inap, no Post interview",0
9284,v001802,"9. NA. INAP, administered in the PRE",9
8556,v001803,"0. Inap, no Post interview",0
9285,v001803,"9. NA. INAP, administered in the PRE",9
8557,v001804,"0. Inap, no Post interview",0
9286,v001804,9. NA,9
8558,v001805,"0. Inap, no Post interview",0
9287,v001805,9. NA,9
8559,v001806,"0. Inap, no Post interview",0
9288,v001806,9. NA,9
8560,v001807,"0. Inap, no Post interview",0
9289,v001807,9. NA,9
8561,v001808,"0. Inap, no Post interview",0
9290,v001808,9. NA,9
8562,v001809,"0. Inap, no Post interview",0
9291,v001809,9. NA,9
8563,v001810,"0. Inap, no Post interview",0
9292,v001810,9. NA,9
12056,v961214,Not allowed in public schools,1
21876,v961214,Allow children to pray silently,2
31807,v961214,Schedule time for general prayer,3
41508,v961214,Christian prayer required,4
51204,v961214,Other (specify) (VOL),7
6909,v961214,"Inap, no Post IW",0
7685,v961214,DK,8
12057,v961215,Favor strongly,1
21877,v961215,Favor not strongly,5
31808,v961215,"Inap, 8,9 in J5; no Post IW",0
41509,v961215,DK,8
12058,v961216,Very afraid,1
21878,v961216,Somewhat afraid,2
31809,v961216,A little bit afraid,3
41510,v961216,Not afraid,4
51205,v961216,"Inap, no Post IW",0
12059,v961217,Favor,1
21879,v961217,Oppose,5
31810,v961217,"Inap, no Post IW",0
41511,v961217,DK,8
12060,v961218,Yes,1
21880,v961218,"Yes - assigned phone IW is conducted in person, IWR asked 
this question in error",2
31811,v961218,No,5
41512,v961218,"No - assigned phone IW is conducted in person, IWR asked 
this question in error",6
51206,v961218,"Question not asked--assigned phone interview is conducted in 
person (3 in question Admin.49 and IWR correctly skipped 
this question)",7
6914,v961218,"Inap, interview administered as personal IW (1 or 2 in 
question Admin.48); no Post IW",0
7686,v961218,DK,8
12061,v961219,"Yes, favor",1
21881,v961219,"No, don't favor",5
31812,v961219,"Inap, no Post IW",0
41513,v961219,DK,8
12062,v961220,"Yes, favor",1
21882,v961220,"No, don't favor",5
31813,v961220,"Inap, no Post IW",0
41514,v961220,DK,8
12063,v961221,"Yes, favor",1
21883,v961221,"No, don't favor",5
31814,v961221,"Inap, no Post IW",0
41515,v961221,DK,8
